Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
597,BossLose,BossDeath,36.2,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,2000,0.00,1.00,1.00,0,5,6,8,-5.046,-1.0,-1.0,-1.0,-1.0,169.0,3,37.9,15.0,42.1,34.6,17.7,39.5,71.9,33.8,78.9,2856.1,10703.4,5052.7,35,0.001,0.933,0.066,0.837,0.451,35.2,0.00,0,1515,335
598,BossLose,BossDeath,53.6,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,140,2000,0.00,0.88,0.65,2,12,8,10,12.028,24.6,-1.0,-1.0,-1.0,256.8,3,34.3,3.4,42.4,31.9,9.2,45.9,63.8,22.1,84.1,6036.3,8253.1,8500.3,6,0.000,0.959,0.041,0.908,0.759,29.6,0.00,2,2431,813
599,BossLose,BossDeath,71.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,306,2000,0.00,0.75,0.23,3,15,11,11,-8.510,-1.0,-1.0,-1.0,-1.0,332.0,3,35.8,6.8,57.3,33.8,7.0,45.8,67.7,33.8,87.1,3947.4,9298.6,8666.4,40,0.001,0.928,0.071,0.636,0.404,30.2,0.00,2,2274,1581
600,BossLose,BossDeath,56.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,185,2000,0.00,1.00,0.38,2,18,10,10,-8.270,-1.0,-1.0,-1.0,-1.0,262.6,3,34.9,12.2,46.9,33.7,10.0,42.8,67.3,19.9,85.4,5245.2,11597.7,11692.7,35,0.002,0.926,0.072,0.521,0.985,29.8,0.00,0,1477,968
601,BossLose,BossDeath,46.5,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,5,2000,0.00,0.98,1.00,0,7,6,12,-4.204,-1.0,-1.0,-1.0,-1.0,217.9,3,36.6,18.1,49.5,34.2,12.2,40.4,69.2,22.1,84.6,3029.7,10949.6,5315.6,33,0.001,0.936,0.062,0.771,0.585,27.6,0.00,0,1795,622
602,BossLose,BossDeath,52.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,45,2000,0.00,1.00,0.85,1,10,7,10,-7.069,-1.0,-1.0,-1.0,-1.0,248.6,3,35.2,5.6,45.1,31.2,7.0,46.9,64.5,29.0,83.2,4255.9,10175.1,9183.8,27,0.000,0.943,0.057,0.709,0.336,28.6,0.00,1,1870,1053

# === Session 2026-05-02 02:53:17 ===
Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
3,BossWin,AllPlayerDeath,30.9,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,376,0.81,0.00,0.00,6,7,3,1,9.927,30.9,6.5,30.9,6.5,259.0,3,27.6,10.0,52.9,11.0,6.2,16.5,42.8,22.1,64.3,6780.7,9659.6,402.2,1,0.002,0.839,0.159,0.924,0.472,20.9,0.00,1,1427,78
